pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,,,,,0,0,0,0,247.53022422786307,248.5137151235399,248.5137151235399,248.5137151235399,248.5137151235399,248.5307657871008,249.5138666635271,249.5138666635271,x,1,0.03635178280273976,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,0,1,1,0,249.58042049025926,250.5806022174952,250.5806022174952,250.5806022174952,250.5806022174952,250.5806022174952,251.56419303296434,251.56419303296434,v,0,0.258226851667132,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,0,2,2,2,251.8476817853466,252.84749915249313,252.84749915249313,252.84749915249313,252.84749915249313,252.84749915249313,253.84758126180895,253.84758126180895,c,1,0.4228131641048094,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,0,3,3,0,254.29776913214982,255.29774075613614,255.29774075613614,255.29774075613614,255.29774075613614,255.29774075613614,256.2979804428892,256.2979804428892,z,0,0.40457916040304553,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,1,0,4,3,256.7311683642465,257.71472265314515,257.71472265314515,257.71472265314515,257.71472265314515,257.7314246539863,258.71480747931355,258.71480747931355,z,1,0.3243900554039101,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,1,1,5,1,259.06484824719246,260.04819514969404,260.04819514969404,260.04819514969404,260.04819514969404,260.06486122770957,261.04846502369537,261.04846502369537,v,1,0.3584977218479253,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,1,2,6,1,261.4318491168874,262.4319671490289,262.4319671490289,262.4319671490289,262.4319671490289,262.4319671490289,263.43192609437074,263.43192609437074,v,1,0.39006543320465425,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,1,3,7,2,263.84877003565407,264.8487090574122,264.8487090574122,264.8487090574122,264.8487090574122,264.8487090574122,265.832173690183,265.832173690183,c,1,0.3898704235793957,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,2,0,8,0,266.2489035236672,267.24901763146636,267.24901763146636,267.24901763146636,267.24901763146636,267.24901763146636,268.2324668687402,268.2324668687402,x,1,0.4395619551805794,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,2,1,9,1,268.699208520532,269.6826118731883,269.6826118731883,269.6826118731883,269.6826118731883,269.6993235339487,270.68271783043065,270.68271783043065,v,1,0.5316321574382528,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,2,2,10,2,271.2328203614197,272.2162188841162,272.2162188841162,272.2162188841162,272.2162188841162,272.2329272242796,273.2163142758218,273.2163142758218,c,1,0.5904432568063385,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,2,3,11,1,273.8330630065234,274.8331544738862,274.8331544738862,274.8331544738862,274.8331544738862,274.8331544738862,275.81687781137634,275.81687781137634,v,1,0.43713882474503407,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,3,0,12,1,276.2834999216643,277.284370220038,277.284370220038,277.284370220038,277.284370220038,277.284370220038,278.2836351605374,278.2836351605374,v,1,0.4832887883544572,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,3,1,13,2,278.7836920635009,279.78383998101845,279.78383998101845,279.78383998101845,279.78383998101845,279.78383998101845,280.78389190308553,280.78389190308553,c,1,0.43174104284389614,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,3,2,14,0,281.2339922304059,282.23400279594307,282.23400279594307,282.23400279594307,282.23400279594307,282.23400279594307,283.2339967584935,283.2339967584935,x,1,0.5411655923817307,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,3,3,15,2,283.80082121390797,284.78416962577194,284.78416962577194,284.78416962577194,284.78416962577194,284.80087132474046,285.7843836533634,285.7843836533634,c,1,0.3746971050013599,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,4,0,16,2,286.1843586583218,287.184455861262,287.184455861262,287.184455861262,287.184455861262,287.184455861262,288.167983585382,288.167983585382,c,1,0.45464712699322263,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,4,1,17,2,288.651220757235,289.63685313631913,289.63685313631913,289.63685313631913,289.63685313631913,289.6516451899488,290.63501111041705,290.63501111041705,c,1,0.4037275781233802,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,4,2,18,1,291.0684206061783,292.0684492840642,292.0684492840642,292.0684492840642,292.0684492840642,292.0684492840642,293.06862104950824,293.06862104950824,v,1,0.36991242611702546,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,4,3,19,1,293.46856345223796,294.46871770907774,294.46871770907774,294.46871770907774,294.46871770907774,294.46871770907774,295.4689018512936,295.4689018512936,v,1,0.5620702619567055,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,5,0,20,3,296.0520295339966,297.0379954821765,297.0379954821765,297.0379954821765,297.0379954821765,297.0539569898124,298.03569551571445,298.03569551571445,z,1,0.5226363573906383,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,5,1,21,2,298.58582249837536,299.58638790553914,299.58638790553914,299.58638790553914,299.58638790553914,299.58638790553914,300.5860576570408,300.5860576570408,c,1,0.5322084320118847,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,5,2,22,3,301.1360400427816,302.1362416936013,302.1362416936013,302.1362416936013,302.1362416936013,302.1362416936013,303.13630146435344,303.13630146435344,z,1,0.3817225833413431,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,5,3,23,0,303.5363513336879,304.53642197184945,304.53642197184945,304.53642197184945,304.53642197184945,304.53642197184945,305.53665320617256,305.53665320617256,x,1,0.6861144959361809,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,6,0,24,3,306.2534083667583,307.253404442416,307.253404442416,307.253404442416,307.253404442416,307.253404442416,308.2543369265218,308.2543369265218,z,1,0.4322318875038036,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,6,1,25,1,308.70340907615855,309.7035663517231,309.7035663517231,309.7035663517231,309.7035663517231,309.7035663517231,310.7037052130663,310.7037052130663,v,1,0.39908930739375137,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,6,2,26,3,311.1203031282744,312.12041693420133,312.12041693420133,312.12041693420133,312.12041693420133,312.12041693420133,313.10393771525423,313.10393771525423,z,1,0.3988405644663544,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,6,3,27,2,313.5206723786978,314.5042468930528,314.5042468930528,314.5042468930528,314.5042468930528,314.5208329748598,315.5041185972468,315.5041185972468,c,1,0.5897193665878149,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,7,0,28,1,316.12082868827065,317.1209578896942,317.1209578896942,317.1209578896942,317.1209578896942,317.1209578896942,318.1044490872432,318.1044490872432,v,1,0.4226157394996335,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,7,1,29,3,318.55448692695927,319.53790959945445,319.53790959945445,319.53790959945445,319.53790959945445,319.55461703400033,320.5380599319519,320.5380599319519,z,1,0.3399313565405464,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,7,2,30,2,320.90477372091345,321.89067446463696,321.89067446463696,321.89067446463696,321.89067446463696,321.90534758050717,322.88829057762405,322.88829057762405,c,1,0.3094811771225068,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,7,3,31,3,323.2216734180447,324.2050133774792,324.2050133774792,324.2050133774792,324.2050133774792,324.2218382404217,325.2051452957553,325.2051452957553,z,1,0.3932477729395032,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,8,0,32,2,325.6218485644604,326.60749332031673,326.60749332031673,326.60749332031673,326.60749332031673,326.62338569915346,327.60556012892357,327.60556012892357,c,1,0.5204731391636415,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,8,1,33,1,328.1556222090003,329.15568982843706,329.15568982843706,329.15568982843706,329.15568982843706,329.15568982843706,330.15592528897514,330.15592528897514,v,1,0.3377835338105797,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,8,2,34,0,330.5225361394191,331.52347677408216,331.52347677408216,331.52347677408216,331.52347677408216,331.52347677408216,332.52264662474863,332.52264662474863,x,1,0.5485454690187908,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,8,3,35,1,333.0898795136354,334.0890285351006,334.0890285351006,334.0890285351006,334.0890285351006,334.1066941129129,335.0732511696806,335.0732511696806,v,1,0.5102164177469604,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,9,0,36,0,335.60628703786733,336.5925153132366,336.5925153132366,336.5925153132366,336.5925153132366,336.60879257949136,337.5900248652365,337.5900248652365,x,1,0.5678604780882779,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,9,1,37,2,338.19003748350633,339.1905452330261,339.1905452330261,339.1905452330261,339.1905452330261,339.1905452330261,340.1901416295136,340.1901416295136,c,1,0.5275761987322767,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,9,2,38,3,340.7401542025027,341.72362879706543,341.72362879706543,341.72362879706543,341.72362879706543,341.740152995013,342.7236209483808,342.7236209483808,z,1,0.5388755877120275,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,9,3,39,1,343.2904934015205,344.2739269414251,344.2739269414251,344.2739269414251,344.2739269414251,344.2905003445876,345.27400995635844,345.27400995635844,v,1,0.5646539885547099,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,10,0,40,2,345.85729249964606,346.8575472800235,346.8575472800235,346.8575472800235,346.8575472800235,346.8575472800235,347.8408965975045,347.8408965975045,c,1,0.621873616182711,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,10,1,41,1,348.49094186328375,349.49106231040514,349.49106231040514,349.49106231040514,349.49106231040514,349.49106231040514,350.47445962561187,350.47445962561187,v,1,0.4683859475230747,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,10,2,42,3,350.9745455083339,351.9580004811846,351.9580004811846,351.9580004811846,351.9580004811846,351.97460467534074,352.95821994248126,352.95821994248126,z,1,0.38350181976647946,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,10,3,43,0,353.3581931362046,354.35823388899007,354.35823388899007,354.35823388899007,354.35823388899007,354.35823388899007,355.3416444865861,355.3416444865861,x,1,0.4818926281122913,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,11,0,44,0,355.8417487835295,356.8418610800936,356.8418610800936,356.8418610800936,356.8418610800936,356.8418610800936,357.8252647346226,357.8252647346226,x,1,0.3486959222650512,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,11,1,45,0,358.19206697222216,359.19211466807474,359.19211466807474,359.19211466807474,359.19211466807474,359.19211466807474,360.17553130312035,360.17553130312035,x,1,0.3517695879054372,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,11,2,46,0,360.5589214337615,361.5423302201225,361.5423302201225,361.5423302201225,361.5423302201225,361.5589332067884,362.5427087682183,362.5427087682183,x,1,0.40086854381934245,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,11,3,47,3,362.97593080116667,363.9592544594866,363.9592544594866,363.9592544594866,363.9592544594866,363.97597034646196,364.9595391252401,364.9595391252401,z,1,0.3676797772191094,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,12,0,48,1,365.35945707629844,366.3595059796412,366.3595059796412,366.3595059796412,366.3595059796412,366.3595059796412,367.34296789555947,367.34296789555947,v,1,0.5433327349505817,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,12,1,49,3,367.90970450608074,368.89310936809943,368.89310936809943,368.89310936809943,368.89310936809943,368.9097606543628,369.8933825626982,369.8933825626982,z,1,0.3774664831771588,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,12,2,50,2,370.29325915722666,371.29345416685146,371.29345416685146,371.29345416685146,371.29345416685146,371.29345416685146,372.276891932971,372.276891932971,c,1,0.5691920376189046,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,12,3,51,0,372.8768846276571,373.86040993679717,373.86040993679717,373.86040993679717,373.86040993679717,373.8771170694704,374.8604534064348,374.8604534064348,x,1,0.41859389238379663,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,13,0,52,3,375.31056248805726,376.2938749770956,376.2938749770956,376.2938749770956,376.2938749770956,376.31056097869487,377.29408357098237,377.29408357098237,z,1,0.3848499822843223,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,13,1,53,0,377.7107551430772,378.7108478179298,378.7108478179298,378.7108478179298,378.7108478179298,378.7108478179298,379.694202569116,379.694202569116,x,1,0.3362358335807585,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,13,2,54,0,380.06098880747413,381.0444446859424,381.0444446859424,381.0444446859424,381.0444446859424,381.0610271452797,382.044586867883,382.044586867883,x,1,0.36962655287379675,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,13,3,55,0,382.4445473829619,383.42842014733196,383.42842014733196,383.42842014733196,383.42842014733196,383.4453485525364,384.42821094969986,384.42821094969986,x,1,0.40141583863442065,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,14,0,56,3,384.86217287210866,385.86172428959617,385.86172428959617,385.86172428959617,385.86172428959617,385.86172428959617,386.8617091959718,386.8617091959718,z,1,0.4162311364452762,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,14,1,57,2,387.2953137013583,388.29531430510315,388.29531430510315,388.29531430510315,388.29531430510315,388.29531430510315,389.29539943314376,389.29539943314376,c,1,0.511252745987349,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,14,2,58,2,389.8288195850041,390.8144465303835,390.8144465303835,390.8144465303835,390.8144465303835,390.83059942517457,391.82907708223365,391.82907708223365,c,1,0.39377363480843997,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,14,3,59,1,392.24562216975664,393.2459315890537,393.2459315890537,393.2459315890537,393.2459315890537,393.2459315890537,394.2458410273084,394.2458410273084,v,1,0.40848569222907827,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,15,0,60,3,394.6792710503987,395.67967223893083,395.67967223893083,395.67967223893083,395.67967223893083,395.67967223893083,396.6797129917163,396.6797129917163,z,1,0.4865097677675294,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,15,1,61,2,397.19629650760726,398.19620383275424,398.19620383275424,398.19620383275424,398.19620383275424,398.19620383275424,399.19637922066795,399.19637922066795,c,1,0.5614967042361059,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,15,2,62,3,399.78057885256476,400.7797960972116,400.7797960972116,400.7797960972116,400.7797960972116,400.7797960972116,401.77998567313216,401.77998567313216,z,1,0.5701215029998821,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,15,3,63,2,402.3803243136854,403.36358246567625,403.36358246567625,403.36358246567625,403.36358246567625,403.3801443976845,404.36361869037455,404.36361869037455,c,1,0.5942673774443392,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,16,0,64,2,404.9802853117603,405.96390208826324,405.96390208826324,405.96390208826324,405.96390208826324,405.9805880898625,406.96405876008293,406.96405876008293,c,1,0.5062310972020896,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,16,1,65,2,407.4973672191236,408.4973578610766,408.4973578610766,408.4973578610766,408.4973578610766,408.4973578610766,409.4974544602719,409.4974544602719,c,1,0.37211820836364495,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,16,2,66,0,409.89743459706233,410.8809737923366,410.8809737923366,410.8809737923366,410.8809737923366,410.8976649257679,411.88105831663233,411.88105831663233,x,1,0.5651593230941216,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,16,3,67,0,412.4643764808734,413.44787673459723,413.44787673459723,413.44787673459723,413.44787673459723,413.4646119414115,414.4479624663827,414.4479624663827,x,1,0.42972242153746265,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,17,0,68,1,414.89804377573637,415.8977974477889,415.8977974477889,415.8977974477889,415.8977974477889,415.9152396399627,416.8817284735487,416.8817284735487,v,1,0.4600696624379452,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,17,1,69,0,417.36524336808816,418.3659696732866,418.3659696732866,418.3659696732866,418.3659696732866,418.3659696732866,419.3650821681813,419.3650821681813,x,1,0.5690875897394108,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,17,2,70,3,419.9652116111024,420.94874356143737,420.94874356143737,420.94874356143737,420.94874356143737,420.9652710799819,421.94875895693394,421.94875895693394,z,1,0.5457688459032397,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,17,3,71,0,422.5155885441809,423.4989650301859,423.4989650301859,423.4989650301859,423.4989650301859,423.5156093733822,424.49906585559575,424.49906585559575,x,1,0.3955109109588193,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,18,0,72,1,424.9157030142269,425.8992862828841,425.8992862828841,425.8992862828841,425.8992862828841,425.91582527258333,426.89922168217254,426.89922168217254,v,1,0.9064343177583396,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,18,1,73,1,427.8327240037229,428.8161439593655,428.8161439593655,428.8161439593655,428.8161439593655,428.8328824867772,429.8163175360446,429.8163175360446,v,1,1.205834768816203,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,18,2,74,1,431.0496459488563,432.0356230663183,432.0356230663183,432.0356230663183,432.0356230663183,432.05158397020887,433.03323676432547,433.03323676432547,v,1,0.46817644801831193,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,18,3,75,1,433.53333472194663,434.5189628748162,434.5189628748162,434.5189628748162,434.5189628748162,434.53504694268076,435.5174248345061,435.5174248345061,v,1,0.49751996290660827,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,19,0,76,1,436.034134834968,437.0347141282664,437.0347141282664,437.0347141282664,437.0347141282664,437.0347141282664,438.0339509946248,438.0339509946248,v,1,0.44358953787377686,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,19,1,77,0,438.50069747637644,439.5007708313901,439.5007708313901,439.5007708313901,439.5007708313901,439.5007708313901,440.50083663959185,440.50083663959185,x,1,0.39347689415581044,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,19,2,78,3,440.9176386206,441.91841171603346,441.91841171603346,441.91841171603346,441.91841171603346,441.91841171603346,442.91762443259313,442.91762443259313,z,1,0.37675346036803603,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,19,3,79,3,443.3177105266259,444.30128534285313,444.30128534285313,444.30128534285313,444.30128534285313,444.3178575385259,445.30122979831594,445.30122979831594,z,1,0.3608861369475562,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,20,0,80,1,445.6845921566887,446.6846884540114,446.6846884540114,446.6846884540114,446.6846884540114,446.6846884540114,447.668156105507,447.668156105507,v,1,0.36191823897343056,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,20,1,81,2,448.0516066106452,449.051737925176,449.051737925176,449.051737925176,449.051737925176,449.051737925176,450.05176841429693,450.05176841429693,c,1,0.4099428307135895,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,20,2,82,3,450.48509942321243,451.4685927338692,451.4685927338692,451.4685927338692,451.4685927338692,451.48523436021287,452.4685927338692,452.4685927338692,z,1,0.34544928369086847,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,20,3,83,2,452.83540191453585,453.81875394886947,453.81875394886947,453.81875394886947,453.81875394886947,453.8354677227376,454.81890277200455,454.81890277200455,c,1,0.5711460582137988,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,21,0,84,0,455.4189757647714,456.4190669302616,456.4190669302616,456.4190669302616,456.4190669302616,456.4190669302616,457.4024672641931,457.4024672641931,x,1,0.38746449987502274,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,21,1,85,2,457.8192644152414,458.8027187843477,458.8027187843477,458.8027187843477,458.8027187843477,458.819281621973,459.8028362127443,459.8028362127443,c,1,0.4504821923196687,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,21,2,86,3,460.28616062574565,461.26951960314636,461.26951960314636,461.26951960314636,461.26951960314636,461.28630914700807,462.26985377598703,462.26985377598703,z,1,0.3674011489156328,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,21,3,87,1,462.67001594188605,463.6705167483383,463.6705167483383,463.6705167483383,463.6705167483383,463.6705167483383,464.6699939051946,464.6699939051946,v,1,0.41578044082507404,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,22,0,88,3,465.1033677800028,466.1034450593588,466.1034450593588,466.1034450593588,466.1034450593588,466.1034450593588,467.086867731854,467.086867731854,z,1,0.46288220837914196,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
150,v,,,,,22,1,89,1,467.57021146469424,468.5703415717353,468.5703415717353,468.5703415717353,468.5703415717353,468.5703415717353,469.55384122171426,469.55384122171426,v,1,0.37972720621655753,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,22,2,90,0,469.9538370558739,470.95399614267353,470.95399614267353,470.95399614267353,470.95399614267353,470.95399614267353,471.93735119573194,471.93735119573194,x,1,0.45980099592679835,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,22,3,91,3,472.4208425442175,473.4042205395849,473.4042205395849,473.4042205395849,473.4042205395849,473.4209349171979,474.40435879718325,474.40435879718325,z,1,0.3615128242263381,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
50,c,,,,,23,0,92,2,474.78784824387185,475.78796174792615,475.78796174792615,475.78796174792615,475.78796174792615,475.78796174792615,476.78812626843046,476.78812626843046,c,1,0.47421631269480713,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,23,1,93,3,477.28800899096996,478.28839568962303,478.28839568962303,478.28839568962303,478.28839568962303,478.28839568962303,479.2883374282337,479.2883374282337,z,1,0.3733296226450875,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-50,x,,,,,23,2,94,0,479.6881774961912,480.6716321671697,480.6716321671697,480.6716321671697,480.6716321671697,480.688359827172,481.6717731416202,481.6717731416202,x,1,0.5345014554068257,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
-150,z,,,,,23,3,95,3,482.2385360150479,483.2219505369858,483.2219505369858,483.2219505369858,483.2219505369858,483.23860303073934,484.2221201893226,484.2221201893226,z,1,0.4320728007046455,449718,001,2022-09-30_11h47.55.798,motor sequence learning,2022.2.2,60.08831884022735,
